id_aluno,ano,id_municipio,sigla_uf,rede,localizacao,sexo,idade,proficiencia_saeb,alfabetizado,fonte
df37cb26b89e3a91,2024,4119509,PR,MUNICIPAL,URBANA,M,7,790.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a34da57eee969bb8,2023,3101607,MG,MUNICIPAL,URBANA,M,8,741.3,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
2264692187fced82,2023,4219309,SC,ESTADUAL,URBANA,M,8,793.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d6d3e7e039d907d0,2024,1600600,AP,MUNICIPAL,URBANA,M,7,800.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
bcf7da7e0634ae69,2024,2914802,BA,ESTADUAL,URBANA,F,7,833.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
490ff5af9349da52,2025,2910057,BA,ESTADUAL,URBANA,M,7,834.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a38baa127adf070f,2023,3305109,RJ,ESTADUAL,URBANA,M,7,797.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
391f1ee2674f1b16,2024,3301702,RJ,ESTADUAL,URBANA,M,7,837.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
9ce2890a2edd4ecd,2024,3550308,SP,MUNICIPAL,URBANA,M,8,836.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
bf177610c81ea744,2023,2110401,MA,MUNICIPAL,URBANA,F,7,798.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
dfadddb66e354ead,2024,4111258,PR,MUNICIPAL,URBANA,F,8,743.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d32a6aa3cea37466,2023,3170800,MG,MUNICIPAL,RURAL,M,7,705.0,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
5542ed2d21fbd85c,2023,2304806,CE,MUNICIPAL,RURAL,M,8,902.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
ba47a910b39eeb45,2025,4128104,PR,MUNICIPAL,URBANA,F,7,808.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
b1be29e230fd71db,2025,4311403,RS,ESTADUAL,URBANA,F,9,829.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
419073e7863c613f,2025,3106200,MG,MUNICIPAL,URBANA,F,7,784.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a6d4d9a65579f343,2023,4317103,RS,ESTADUAL,URBANA,F,7,810.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
af89d67110d01ae8,2023,2611606,PE,MUNICIPAL,URBANA,M,7,667.2,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
facbe1c10b813a5b,2025,1501402,PA,MUNICIPAL,URBANA,F,7,751.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
dc7c9ebae2223049,2024,2706703,AL,MUNICIPAL,URBANA,M,7,741.6,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e63bb345763c7e6c,2023,2914307,BA,MUNICIPAL,URBANA,M,7,734.7,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
161fe440eb5d92fc,2024,3150208,MG,MUNICIPAL,URBANA,M,7,810.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
054eaa5b4fa77c0b,2023,1709005,TO,MUNICIPAL,URBANA,F,7,627.7,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d69f230405214055,2025,3550308,SP,MUNICIPAL,URBANA,M,7,803.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
cdf9c3b9ab41ea44,2023,3550308,SP,MUNICIPAL,RURAL,F,8,816.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
611103257b9403eb,2024,5300108,DF,MUNICIPAL,URBANA,M,7,884.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
b9bc8120b88bba03,2023,5005400,MS,MUNICIPAL,RURAL,F,7,784.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
bec1c5723503510a,2024,3303500,RJ,MUNICIPAL,URBANA,F,7,704.1,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
3504d8572a111621,2024,3515186,SP,MUNICIPAL,URBANA,M,8,675.0,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
0247426d30a8b091,2023,3303302,RJ,MUNICIPAL,URBANA,F,7,886.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
83cfffabf256c859,2025,4314902,RS,MUNICIPAL,URBANA,F,7,804.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
83063443990aa615,2025,2709400,AL,ESTADUAL,URBANA,F,7,743.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
cae36360dfe1e1bd,2025,4108304,PR,ESTADUAL,URBANA,M,7,720.5,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
415a6447ebbb86e2,2025,3530706,SP,MUNICIPAL,URBANA,M,7,718.1,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
bef565c767709aeb,2024,3556206,SP,MUNICIPAL,URBANA,F,7,801.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
13e925e114eb905c,2025,3550308,SP,ESTADUAL,URBANA,M,7,786.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
8dfddda0883dec01,2023,2604007,PE,MUNICIPAL,URBANA,M,7,679.7,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
5c732f31e0b8b350,2023,3304557,RJ,MUNICIPAL,URBANA,M,8,794.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4714193778644144,2023,2109106,MA,MUNICIPAL,URBANA,M,7,684.8,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a39d65680f07e2b9,2023,5212501,GO,MUNICIPAL,URBANA,M,7,831.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
6d7d4eda76860db3,2024,2210607,PI,MUNICIPAL,URBANA,M,7,791.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
9cf490d3c2a709c3,2023,4106902,PR,ESTADUAL,URBANA,M,7,782.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
164e0327d1dee3bd,2025,3151206,MG,MUNICIPAL,RURAL,F,9,837.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
3280db4c33b97be2,2024,1503705,PA,ESTADUAL,URBANA,F,7,741.0,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
19713b2ae40ce4ab,2023,4125506,PR,MUNICIPAL,URBANA,M,7,853.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
0748d0eaf288d9d5,2024,3510153,SP,MUNICIPAL,URBANA,M,7,726.4,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
ba0f7a793e245bdc,2023,3106101,MG,MUNICIPAL,URBANA,F,7,766.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
eb0e6e7dbd2368d9,2025,2929305,BA,MUNICIPAL,URBANA,M,7,706.9,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
fc5012a2b89f89f0,2023,2405900,RN,MUNICIPAL,URBANA,F,7,644.5,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
1a770a10d99a2556,2025,5201405,GO,MUNICIPAL,URBANA,M,7,888.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
86aacf25f9986c0c,2025,2704302,AL,MUNICIPAL,URBANA,F,7,768.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
34e977d6b30a709d,2023,3304904,RJ,MUNICIPAL,RURAL,M,7,784.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
3f00741bc5d2f2d4,2023,1300680,AM,MUNICIPAL,URBANA,M,8,678.5,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
b2ae6e52ba5065a2,2025,3118601,MG,MUNICIPAL,RURAL,F,7,698.3,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
3ef6721af30e0b4c,2025,2103307,MA,MUNICIPAL,URBANA,F,7,767.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
3396daf994eed674,2025,2304400,CE,MUNICIPAL,RURAL,M,7,845.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e1d02fcfe254fdae,2025,2704302,AL,ESTADUAL,URBANA,F,7,790.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
8b1504d97692249e,2023,2403301,RN,MUNICIPAL,URBANA,M,7,633.8,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
51304f17cbc8cf4f,2024,1504703,PA,MUNICIPAL,URBANA,F,7,743.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4fa1a331b031c4a5,2023,2905701,BA,MUNICIPAL,URBANA,F,7,761.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
b007d3f58865b146,2025,3304557,RJ,MUNICIPAL,URBANA,F,7,725.4,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
c67df2eaabb98b11,2024,4212809,SC,MUNICIPAL,URBANA,M,7,685.8,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
ffafca74f3946590,2023,5300108,DF,MUNICIPAL,URBANA,M,7,737.1,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
90ba88c0462ac46c,2023,2304400,CE,MUNICIPAL,RURAL,M,9,861.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
9c002e6ff4f8c160,2023,5003702,MS,MUNICIPAL,URBANA,M,7,782.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
cd618494eec83f66,2023,5212501,GO,MUNICIPAL,URBANA,F,7,708.8,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
bfcd5bda0f9ba827,2025,2304400,CE,MUNICIPAL,URBANA,M,7,832.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4663d81146880fb8,2024,4316907,RS,MUNICIPAL,URBANA,F,7,796.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
2b28532d8f4253ec,2025,3522307,SP,MUNICIPAL,RURAL,M,7,690.3,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
02d16429462f9ff6,2024,2933307,BA,MUNICIPAL,URBANA,M,7,727.6,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
0890b1b898ffc413,2023,2910800,BA,MUNICIPAL,URBANA,F,7,815.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a457c2b02a36e2ac,2025,2110609,MA,MUNICIPAL,URBANA,M,7,694.2,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
6167d3a2c861ef34,2025,2609600,PE,MUNICIPAL,URBANA,F,7,862.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
837015d9b1b2006b,2024,3530607,SP,MUNICIPAL,URBANA,F,7,841.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
b40a153e05e2dc0d,2025,2704302,AL,ESTADUAL,URBANA,F,7,784.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
756c68b4ad00833b,2024,3147006,MG,MUNICIPAL,URBANA,F,7,779.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
8d561e99d60f4449,2024,3304557,RJ,ESTADUAL,URBANA,M,7,828.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
712d124ddd5e6001,2024,2609600,PE,ESTADUAL,URBANA,F,7,767.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
327c8c76e644700e,2023,1504901,PA,MUNICIPAL,URBANA,F,7,595.0,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
401f50c4c4f5d0ca,2023,2708600,AL,MUNICIPAL,RURAL,F,7,727.6,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
895004740eae7e1c,2023,1508308,PA,ESTADUAL,URBANA,M,7,732.6,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
476a93790360f7d6,2024,4314902,RS,ESTADUAL,URBANA,F,7,790.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a49746248a6a1ff4,2023,5103403,MT,MUNICIPAL,URBANA,M,7,729.3,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
87287b5f2031f036,2024,3205002,ES,MUNICIPAL,URBANA,F,7,771.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
40bf75b1c605e3ed,2025,3549706,SP,MUNICIPAL,RURAL,F,8,802.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
2aeed580ac7c231f,2023,3550308,SP,MUNICIPAL,URBANA,M,7,745.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
5640b604d879d845,2024,2409407,RN,MUNICIPAL,URBANA,M,8,649.6,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
63c1715b1885eff1,2025,2604106,PE,ESTADUAL,RURAL,F,7,847.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
f72b9a4f7b13d2ac,2023,3532009,SP,MUNICIPAL,URBANA,M,7,685.5,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
752c4796bbe09ebe,2023,2409308,RN,MUNICIPAL,URBANA,M,7,757.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
77a979f942c8e048,2023,4211900,SC,MUNICIPAL,URBANA,M,7,676.4,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e889094f8b7e26ac,2023,3148004,MG,MUNICIPAL,URBANA,F,7,771.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
359ff86ffa8671aa,2025,3552809,SP,MUNICIPAL,URBANA,M,7,784.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
9964dd675a8906e8,2025,3106200,MG,MUNICIPAL,URBANA,F,7,810.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d4605f6748ad5ba8,2024,4313508,RS,ESTADUAL,RURAL,M,7,674.2,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d5e10ba567510bdd,2025,3505708,SP,ESTADUAL,URBANA,F,7,633.4,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
ea5353b9ab2e6377,2025,2931301,BA,MUNICIPAL,URBANA,F,8,797.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
26e6243e17c68de8,2023,3303500,RJ,MUNICIPAL,URBANA,M,7,747.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
76957f97990af693,2025,3528502,SP,MUNICIPAL,URBANA,M,9,839.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
c1ff6ce52c6000e3,2024,3506508,SP,ESTADUAL,URBANA,M,8,814.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
2651db6f81f1fca1,2025,3105608,MG,MUNICIPAL,URBANA,F,7,825.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
c7ebeb1738b4df2b,2025,3534401,SP,MUNICIPAL,URBANA,F,7,743.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d264364e9b9a0743,2023,5108402,MT,MUNICIPAL,URBANA,F,7,777.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
030f175fb61f5d11,2023,2802106,SE,MUNICIPAL,URBANA,M,8,798.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
8c492c349afdfbcb,2023,3530607,SP,MUNICIPAL,URBANA,M,8,750.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
fecc237ce22c8bad,2024,2609600,PE,MUNICIPAL,URBANA,M,7,881.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
f94f60a78c0f0feb,2025,3127107,MG,MUNICIPAL,URBANA,F,7,700.8,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4bb17d94bcea1f6e,2025,3304557,RJ,MUNICIPAL,URBANA,M,7,685.9,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4cb912299ca4a5d6,2023,1301902,AM,MUNICIPAL,RURAL,M,7,790.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d1d15337438c2ce3,2024,3300209,RJ,MUNICIPAL,URBANA,F,7,679.6,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
63e8d682755bbd22,2024,2513604,PB,MUNICIPAL,URBANA,F,7,838.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
64534842b32ae6aa,2023,3523305,SP,MUNICIPAL,URBANA,F,7,769.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
091e948aa6444ba6,2023,2910800,BA,MUNICIPAL,URBANA,M,7,828.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
9778bcd3608bb34e,2024,1200401,AC,MUNICIPAL,URBANA,M,8,817.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4030e1599a17ab1e,2025,4115200,PR,MUNICIPAL,URBANA,F,7,766.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
951fef6fd8b8ab3f,2023,5208707,GO,ESTADUAL,URBANA,F,7,724.5,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e6106a25d531d933,2024,3303401,RJ,ESTADUAL,URBANA,M,7,832.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
1c36c74cedd7e1f9,2025,2100055,MA,MUNICIPAL,URBANA,M,9,701.9,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a830e13ac938250c,2024,1507953,PA,MUNICIPAL,RURAL,F,7,823.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e11843efcae2442c,2025,4317608,RS,MUNICIPAL,URBANA,F,7,776.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
7fbd084ca0624b07,2025,4305108,RS,ESTADUAL,URBANA,M,7,750.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e82a34851b458425,2023,3550308,SP,MUNICIPAL,URBANA,F,8,773.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
9487f38a393d9eaf,2024,3155207,MG,MUNICIPAL,RURAL,F,7,763.3,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
016c9e3b91e9c904,2023,4314407,RS,MUNICIPAL,URBANA,F,7,755.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
42b28edae032764e,2023,4204202,SC,MUNICIPAL,URBANA,F,8,843.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d2aca78c55043ee6,2023,2100709,MA,ESTADUAL,URBANA,F,8,814.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
f68ec361583c07e7,2024,4115200,PR,ESTADUAL,URBANA,F,8,806.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
879d324493afa3a7,2024,3170206,MG,MUNICIPAL,URBANA,M,7,777.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
02b3a5f1a10c43ae,2023,2201200,PI,MUNICIPAL,URBANA,M,7,810.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e5cc6385adf4adbe,2023,4119905,PR,MUNICIPAL,URBANA,M,7,685.6,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
0dc8437be952b26f,2025,3549904,SP,MUNICIPAL,URBANA,F,7,806.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
63342b8e7d0c0762,2023,3548708,SP,MUNICIPAL,URBANA,F,7,798.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
c9b28e65c4177522,2023,3106705,MG,MUNICIPAL,URBANA,F,7,765.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
2a987135f1b44578,2024,3136702,MG,MUNICIPAL,RURAL,M,8,867.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
c3d7496ade4a0514,2025,5200308,GO,MUNICIPAL,URBANA,F,7,772.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
579aeedca24eaa85,2023,3549904,SP,MUNICIPAL,URBANA,F,7,733.1,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
7b54cb40b0d0172c,2025,1300607,AM,MUNICIPAL,URBANA,M,7,808.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e819e6d252afe503,2025,2610707,PE,MUNICIPAL,URBANA,F,9,746.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a09937aab57db7e4,2023,3547809,SP,MUNICIPAL,URBANA,M,7,799.8,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
cfccc9a7dc9eefb0,2025,2304400,CE,MUNICIPAL,URBANA,F,9,716.0,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
bfb9975cc73fdcfc,2024,1709302,TO,MUNICIPAL,URBANA,M,9,772.6,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
b845f3bf925e8247,2024,4311403,RS,MUNICIPAL,URBANA,M,7,740.2,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
62f619f7b73c14b7,2024,4313904,RS,MUNICIPAL,RURAL,F,7,721.3,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4e083e6fe87a8524,2024,3501905,SP,ESTADUAL,URBANA,M,7,762.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
eec4775b9d95dafc,2023,2606101,PE,ESTADUAL,URBANA,F,7,734.1,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
18e07eceba6db530,2025,3169901,MG,MUNICIPAL,URBANA,M,7,859.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
9602d2962d35cddb,2023,5204102,GO,MUNICIPAL,URBANA,F,7,789.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
acd18ae277b443c7,2023,3303500,RJ,MUNICIPAL,RURAL,M,7,759.0,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
ac887d2a4201269f,2023,2103752,MA,MUNICIPAL,URBANA,M,7,767.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
76ab033cbee1df19,2024,3550308,SP,MUNICIPAL,URBANA,M,7,734.7,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
aecd87c0f4170034,2025,1302603,AM,MUNICIPAL,URBANA,M,7,747.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
5c5f6c2ab645fa69,2023,1500909,PA,MUNICIPAL,URBANA,M,7,706.7,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
3a68106513f99ece,2024,3300456,RJ,ESTADUAL,URBANA,F,7,716.1,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
0af1b041b4097fab,2023,3529401,SP,MUNICIPAL,URBANA,M,7,812.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
e33945411f2f30ac,2024,5005707,MS,ESTADUAL,URBANA,M,7,760.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
49af349ec58b79b8,2023,3204054,ES,MUNICIPAL,URBANA,M,8,742.2,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
cbf333bd76ac2e4e,2025,1504208,PA,MUNICIPAL,RURAL,F,7,672.1,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
43c21838908a1051,2024,2205805,PI,ESTADUAL,URBANA,F,7,786.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
0bbd01a0f89bc91a,2025,4106902,PR,MUNICIPAL,URBANA,F,7,785.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
f6653338e88e8322,2023,2931905,BA,MUNICIPAL,URBANA,F,7,629.8,0,SIMULACAO_CALIBRADA_POR_MUNICIPIO
92cc314d6a055d13,2024,1302603,AM,MUNICIPAL,URBANA,M,8,861.4,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
d4dab1c2273a9ad9,2023,2902054,BA,MUNICIPAL,URBANA,F,8,753.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
c3281216f793715b,2025,3550308,SP,MUNICIPAL,URBANA,F,7,821.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
1867ef09636320cd,2025,3511508,SP,MUNICIPAL,URBANA,F,7,799.9,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
1f03c2a85426cb0f,2023,3550308,SP,MUNICIPAL,URBANA,M,7,743.5,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
0f87c04bb3044554,2024,5217302,GO,MUNICIPAL,URBANA,M,7,750.2,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
a79da4ea588ca665,2025,3124104,MG,ESTADUAL,URBANA,F,7,832.7,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
4ba99f27d571d597,2024,3523107,SP,MUNICIPAL,URBANA,F,7,803.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
51ca420e96ebed75,2024,3304557,RJ,MUNICIPAL,URBANA,M,7,768.1,1,SIMULACAO_CALIBRADA_POR_MUNICIPIO
